Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
39,39,6,6,34,34,42,train/00042_00002_00019.png
66,73,6,7,60,67,14,train/00014_00019_00013.png
28,32,5,6,23,27,1,train/04145.png
51,52,5,6,46,47,1,train/01334.png
38,37,6,6,33,32,10,train/00010_00009_00009.png
32,33,6,6,27,27,10,train/00010_00005_00003.png
67,69,6,7,61,63,39,train/00039_00005_00024.png
80,76,7,6,73,70,42,train/00042_00004_00029.png
151,156,13,14,138,143,39,train/00039_00000_00025.png
68,71,7,7,62,65,16,train/00016_00001_00019.png
63,59,6,5,58,54,11,train/00011_00018_00016.png
41,38,6,5,36,33,31,train/00446.png
32,36,5,5,26,31,33,train/02375.png
51,49,5,6,46,44,13,train/06773.png
55,60,6,5,50,55,13,train/00013_00008_00017.png
33,33,5,5,28,28,38,train/00038_00064_00005.png
47,47,6,6,42,42,5,train/09806.png
34,36,5,6,29,31,34,train/00254.png
32,33,6,6,27,28,2,train/10451.png
71,70,6,7,64,64,33,train/00033_00005_00019.png
167,143,15,12,153,131,11,train/00011_00026_00028.png
47,41,5,6,41,35,5,train/00005_00026_00024.png
93,98,9,9,85,90,14,train/00014_00019_00022.png
33,34,5,6,28,29,5,train/06095.png
60,60,5,5,55,55,4,train/08834.png
59,54,5,5,54,49,25,train/00844.png
44,44,5,5,39,39,4,train/06104.png
29,30,5,6,24,25,3,train/00003_00023_00004.png
29,29,6,5,24,23,42,train/00042_00003_00005.png
40,39,5,5,35,34,5,train/10479.png
47,48,5,5,42,42,7,train/00007_00045_00020.png
44,43,5,5,38,38,14,train/00014_00012_00005.png
42,44,5,5,37,39,5,train/00005_00004_00019.png
26,26,6,5,21,21,2,train/05307.png
45,44,5,6,40,39,18,train/09135.png
43,42,6,5,38,37,38,train/00038_00005_00019.png
33,30,6,5,28,24,10,train/00010_00036_00011.png
38,39,5,5,33,34,31,train/00031_00005_00012.png
35,36,5,6,30,31,0,train/04726.png
37,35,5,5,31,30,1,train/00001_00025_00015.png
54,53,6,5,48,48,39,train/00039_00008_00022.png
83,86,8,8,76,79,4,train/00004_00032_00027.png
31,31,5,5,26,26,4,train/00004_00043_00007.png
107,98,9,8,98,90,25,train/00025_00033_00029.png
32,32,5,5,26,27,25,train/00025_00016_00003.png
27,28,5,6,22,23,37,train/06689.png
88,82,8,8,80,75,26,train/10549.png
68,60,7,6,62,55,28,train/00028_00004_00025.png
32,36,5,6,26,30,1,train/01021.png
44,43,5,6,39,38,21,train/00021_00001_00015.png
50,52,6,5,45,47,5,train/00005_00038_00024.png
41,41,6,6,36,36,1,train/00001_00033_00016.png
31,30,6,6,26,25,24,train/00024_00004_00000.png
39,39,6,6,33,34,10,train/00010_00042_00010.png
76,76,7,6,70,70,4,train/00004_00002_00026.png
59,59,6,5,54,54,35,train/00035_00024_00029.png
28,28,5,5,23,23,1,train/00001_00058_00000.png
39,39,6,6,34,34,7,train/00007_00014_00005.png
80,80,7,7,73,73,1,train/00001_00044_00027.png
86,80,7,8,79,73,13,train/00013_00057_00010.png
37,34,5,6,32,29,4,train/00004_00055_00007.png
53,52,6,6,48,47,8,train/00008_00001_00023.png
43,48,5,6,38,43,12,train/00012_00020_00020.png
75,76,7,6,69,70,3,train/03192.png
56,56,5,5,51,51,2,train/00002_00003_00015.png
45,41,5,5,40,35,13,train/06377.png
38,40,5,6,32,35,35,train/00035_00025_00012.png
63,64,5,6,58,59,1,train/00001_00048_00023.png
30,31,6,6,25,26,39,train/00039_00001_00007.png
46,47,5,5,41,42,38,train/08579.png
59,58,6,5,54,53,8,train/00008_00024_00027.png
31,30,6,5,26,25,36,train/00036_00003_00008.png
51,47,6,5,46,42,8,train/01010.png
36,36,6,6,31,31,16,train/06726.png
54,51,6,6,48,45,26,train/00026_00007_00026.png
55,50,5,5,50,45,29,train/00029_00005_00018.png
43,43,6,6,38,38,4,train/00004_00061_00017.png
55,59,5,6,50,53,2,train/00002_00015_00007.png
32,32,6,6,27,27,14,train/00014_00007_00000.png
34,35,6,6,29,30,36,train/00036_00007_00013.png
68,61,6,6,62,56,29,train/00029_00008_00018.png
75,73,6,7,69,67,13,train/00013_00009_00027.png
34,33,6,5,29,28,8,train/00008_00042_00004.png
53,51,5,6,48,45,11,train/00011_00014_00018.png
40,39,5,6,35,34,13,train/00013_00043_00006.png
42,44,6,5,37,39,9,train/00009_00024_00016.png
47,51,5,5,42,46,38,train/00038_00056_00011.png
34,33,6,5,29,28,8,train/10427.png
77,75,7,6,70,68,33,train/00033_00008_00022.png
82,82,7,7,75,75,2,train/00002_00026_00029.png
109,95,9,8,100,87,13,train/11823.png
47,56,5,6,41,51,1,train/00001_00028_00019.png
38,37,6,5,33,32,1,train/00001_00049_00010.png
31,35,5,5,26,30,12,train/11140.png
49,46,6,6,44,41,31,train/00031_00020_00018.png
65,62,6,5,60,57,12,train/00012_00029_00023.png
31,33,6,6,26,28,2,train/00002_00002_00012.png
97,98,8,9,89,90,12,train/01244.png
36,38,6,6,31,33,9,train/00009_00011_00007.png
42,43,6,5,37,38,12,train/09070.png
43,43,5,5,38,38,4,train/00004_00062_00018.png
49,44,6,5,44,39,38,train/01563.png
44,43,6,5,39,38,2,train/01394.png
88,79,8,7,80,72,11,train/04965.png
71,74,7,7,65,68,1,train/00001_00021_00029.png
87,72,7,7,80,66,31,train/00031_00004_00027.png
39,40,5,6,33,35,7,train/07453.png
68,59,6,6,62,53,19,train/00019_00000_00002.png
30,32,6,6,25,27,10,train/02797.png
59,59,5,5,53,54,12,train/09794.png
49,52,6,5,44,47,17,train/00017_00031_00029.png
41,40,5,5,36,35,4,train/00004_00020_00026.png
39,38,6,6,34,33,21,train/00021_00000_00005.png
31,31,6,6,26,26,12,train/00012_00020_00003.png
30,62,6,6,25,57,38,train/00908.png
42,44,5,5,37,39,38,train/00038_00041_00020.png
30,32,6,6,25,27,17,train/00017_00007_00005.png
31,29,5,5,26,24,11,train/00011_00000_00007.png
72,70,7,6,66,64,8,train/00008_00022_00027.png
117,105,10,10,107,96,13,train/00013_00036_00029.png
53,55,5,6,47,50,14,train/00353.png
38,39,5,6,33,34,38,train/00038_00000_00013.png
144,129,13,11,132,118,26,train/00026_00015_00022.png
40,40,5,5,35,35,10,train/07668.png
31,35,5,5,25,29,34,train/00034_00010_00005.png
31,31,5,5,26,26,8,train/00008_00004_00005.png
58,57,6,6,53,52,38,train/00038_00046_00026.png
45,46,6,6,39,41,35,train/00035_00004_00019.png
35,38,6,6,30,32,35,train/00035_00034_00008.png
56,59,5,6,51,54,5,train/00005_00058_00024.png
37,38,5,6,32,33,8,train/00008_00037_00013.png
121,120,11,10,111,109,12,train/00012_00008_00027.png
67,68,6,6,61,62,5,train/00005_00000_00026.png
36,36,6,6,31,31,17,train/08719.png
58,67,5,6,53,61,39,train/06862.png
53,55,6,6,48,50,35,train/00035_00024_00027.png
39,39,5,6,34,34,1,train/00001_00054_00004.png
34,33,6,5,29,28,13,train/00013_00069_00002.png
152,135,13,11,139,124,18,train/00018_00004_00025.png
31,28,5,6,26,23,22,train/11976.png
105,108,9,10,96,99,9,train/00009_00009_00028.png
85,84,8,8,78,77,4,train/00004_00000_00027.png
54,52,5,6,48,47,11,train/00011_00013_00014.png
34,37,5,5,29,31,38,train/02410.png
50,45,5,6,45,40,13,train/07682.png
44,44,5,5,39,39,12,train/00012_00006_00009.png
45,42,6,6,40,37,4,train/00004_00053_00009.png
34,34,5,5,29,29,35,train/11359.png
30,29,6,5,25,24,3,train/00003_00034_00002.png
32,33,6,6,27,28,2,train/08129.png
42,40,6,5,37,35,2,train/07688.png
68,67,6,6,62,61,5,train/00005_00056_00024.png
116,88,11,7,106,81,21,train/00021_00001_00029.png
105,92,10,8,96,84,13,train/00013_00040_00027.png
73,74,7,7,67,68,15,train/00015_00006_00027.png
205,191,18,17,188,175,18,train/00018_00030_00029.png
63,64,5,6,57,59,35,train/06895.png
37,37,6,5,32,31,9,train/00009_00038_00009.png
177,171,16,14,161,157,14,train/00014_00020_00027.png
42,39,6,5,37,34,26,train/00026_00011_00003.png
39,39,6,5,34,34,1,train/05111.png
31,30,6,6,26,25,4,train/00004_00062_00002.png
70,71,6,7,64,64,14,train/00014_00016_00019.png
39,37,6,6,34,32,25,train/00025_00033_00005.png
50,50,6,5,45,45,13,train/00013_00022_00009.png
34,36,5,6,29,30,15,train/00015_00017_00004.png
38,39,5,6,33,34,0,train/00000_00001_00016.png
42,43,5,6,37,38,14,train/00014_00024_00017.png
52,53,5,6,47,48,9,train/03393.png
44,45,5,6,39,40,2,train/00002_00019_00016.png
31,32,6,6,26,27,7,train/00007_00018_00009.png
28,28,6,6,23,23,2,train/11214.png
28,28,6,6,23,22,33,train/00033_00001_00004.png
36,34,5,6,30,29,36,train/00036_00001_00008.png
81,81,7,7,74,74,7,train/02042.png
96,101,8,9,88,92,36,train/10700.png
30,31,6,5,25,25,7,train/00007_00020_00003.png
35,34,6,6,30,29,13,train/00013_00066_00001.png
43,42,6,5,38,37,10,train/01154.png
53,51,5,6,48,45,11,train/00011_00007_00011.png
44,46,5,6,39,41,9,train/08356.png
91,76,8,7,83,70,12,train/00012_00053_00027.png
43,45,6,5,38,40,8,train/00008_00038_00025.png
48,49,5,6,42,44,12,train/00012_00050_00018.png
64,67,6,6,59,61,1,train/00001_00051_00024.png
71,76,6,6,65,69,37,train/00037_00006_00025.png
72,64,7,6,66,59,26,train/00026_00014_00013.png
38,40,6,6,33,35,38,train/00038_00027_00028.png
32,34,5,6,27,29,6,train/00006_00000_00006.png
34,34,6,6,28,28,3,train/00003_00015_00011.png
29,29,5,6,24,24,38,train/10940.png
38,38,6,6,33,33,5,train/00005_00061_00018.png
56,56,5,5,51,51,2,train/00002_00074_00027.png
41,40,6,5,35,35,6,train/00006_00009_00020.png
52,53,6,6,47,48,7,train/00007_00012_00026.png
39,40,6,6,34,35,3,train/09459.png
46,46,5,5,41,41,12,train/04769.png
61,60,6,5,55,54,2,train/00002_00017_00023.png
49,46,5,6,44,41,13,train/00013_00071_00018.png
31,32,5,6,26,27,8,train/00008_00033_00012.png
33,30,5,5,28,25,25,train/00025_00018_00004.png
39,37,5,5,34,32,26,train/00026_00011_00000.png
72,62,7,5,66,57,30,train/00030_00004_00019.png
36,65,6,6,30,59,38,train/06814.png
37,39,5,6,31,33,3,train/00003_00030_00014.png
67,68,6,7,61,62,38,train/00038_00068_00024.png
137,129,12,12,125,117,25,train/02276.png
39,42,6,6,34,37,15,train/00015_00013_00013.png
37,36,6,5,31,31,35,train/00035_00038_00015.png
64,62,5,5,59,57,1,train/00001_00046_00020.png
60,63,5,6,55,58,4,train/00004_00001_00026.png
34,33,6,5,29,28,9,train/00009_00005_00011.png
32,30,6,6,27,25,21,train/04479.png
39,36,6,5,34,31,31,train/00031_00004_00006.png
120,119,10,10,110,109,14,train/00014_00001_00024.png
33,32,6,5,28,27,8,train/05492.png
35,36,5,6,30,31,4,train/08134.png
35,34,5,5,29,29,9,train/00009_00048_00014.png
47,45,5,5,42,39,22,train/00022_00012_00015.png
50,46,6,5,45,41,38,train/10421.png
88,94,8,9,81,86,2,train/00002_00056_00029.png
34,34,5,5,29,29,2,train/09586.png
33,33,5,5,28,28,9,train/00009_00036_00000.png
34,34,6,5,29,29,8,train/06963.png
76,69,7,7,70,63,31,train/00031_00017_00014.png
51,46,6,6,45,40,28,train/00028_00006_00012.png
29,27,5,5,24,22,18,train/09298.png
40,43,5,6,35,38,14,train/04548.png
36,34,6,5,30,29,7,train/00007_00029_00013.png
38,37,6,5,33,32,9,train/00418.png
57,55,5,5,52,50,1,train/02975.png
56,55,5,6,51,50,11,train/06294.png
84,89,8,8,77,82,39,train/00039_00009_00029.png
32,30,5,5,27,25,27,train/00027_00007_00001.png
45,40,6,5,40,35,26,train/06651.png
27,27,6,6,22,22,2,train/00002_00058_00001.png
49,48,6,5,44,43,5,train/00005_00019_00020.png
33,33,6,6,28,28,3,train/00003_00005_00005.png
31,31,6,6,26,26,2,train/00002_00063_00005.png
42,39,5,6,37,34,29,train/00029_00002_00009.png
29,28,6,5,24,23,38,train/00038_00012_00009.png
29,33,5,6,24,28,10,train/00010_00027_00003.png
33,34,5,5,28,29,1,train/00001_00038_00014.png
105,93,9,8,96,85,18,train/00018_00018_00026.png
46,45,5,5,41,40,4,train/00321.png
93,92,8,9,85,84,23,train/00023_00000_00027.png
39,34,5,5,34,29,21,train/00021_00004_00011.png
42,43,6,6,37,38,9,train/00009_00040_00007.png
68,67,7,6,62,61,10,train/00010_00049_00029.png
32,33,6,6,27,28,8,train/00008_00038_00001.png
47,50,5,6,42,45,17,train/00017_00015_00025.png
40,41,6,5,35,36,38,train/00038_00056_00001.png
76,73,7,7,70,67,21,train/06264.png
37,39,6,6,32,34,2,train/00002_00021_00016.png
48,47,6,5,43,42,10,train/00010_00044_00027.png
52,47,6,5,47,42,25,train/00025_00014_00015.png
30,35,5,6,25,30,17,train/00017_00000_00025.png
34,32,6,5,28,27,2,train/11052.png
32,33,5,5,27,28,1,train/05751.png
28,28,6,6,23,23,38,train/00038_00062_00001.png
41,42,5,6,35,36,3,train/11692.png
35,36,5,6,30,30,9,train/00009_00044_00011.png
55,53,5,6,50,48,11,train/09002.png
27,29,5,6,22,24,3,train/00003_00027_00004.png
44,44,6,6,39,39,4,train/00004_00027_00020.png
38,38,5,6,33,33,28,train/00028_00000_00007.png
48,49,5,5,43,44,12,train/00012_00051_00023.png
26,27,5,5,21,22,6,train/00006_00006_00001.png
40,40,5,5,35,35,5,train/00005_00043_00018.png
32,32,6,6,27,27,17,train/00017_00016_00014.png
28,27,5,5,22,21,35,train/00035_00035_00002.png
33,41,5,5,28,36,1,train/00001_00030_00007.png
73,72,7,7,66,66,33,train/00033_00008_00020.png
31,35,6,5,26,30,13,train/12122.png
77,76,7,6,71,70,14,train/00014_00023_00024.png
31,27,6,6,26,22,13,train/00013_00031_00003.png
121,119,10,10,111,109,2,train/00002_00060_00028.png
42,41,6,5,37,36,12,train/00012_00059_00017.png
91,91,8,8,83,83,12,train/00012_00037_00023.png
117,128,10,11,107,117,41,train/00041_00002_00028.png
43,42,6,5,37,36,35,train/00035_00028_00016.png
85,76,7,6,78,70,11,train/00011_00008_00021.png
54,54,6,5,49,49,1,train/00001_00061_00025.png
47,47,6,5,42,41,2,train/00002_00059_00009.png
36,35,5,5,30,30,9,train/00009_00038_00007.png
148,136,12,11,136,125,13,train/00013_00038_00029.png
33,33,6,6,28,28,41,train/11201.png
45,44,5,6,40,39,22,train/00022_00011_00014.png
42,43,6,6,37,38,4,train/00004_00049_00020.png
34,33,5,6,29,28,10,train/00010_00040_00011.png
51,53,5,5,46,47,14,train/09344.png
32,33,5,6,26,27,10,train/00010_00003_00004.png
94,82,9,7,86,75,19,train/08991.png
43,42,6,5,38,37,5,train/00005_00023_00017.png
31,31,6,6,26,26,3,train/00003_00038_00008.png
37,38,5,5,32,32,21,train/07676.png
46,47,5,6,41,42,9,train/00009_00005_00021.png
37,37,5,6,32,32,26,train/00026_00002_00016.png
53,53,5,5,48,48,5,train/00005_00049_00028.png
54,49,6,5,48,44,25,train/10604.png
65,60,6,5,60,55,31,train/10817.png
27,27,5,5,22,22,3,train/00003_00007_00001.png
41,42,6,6,36,37,14,train/00014_00001_00009.png
36,36,6,6,31,31,10,train/00010_00026_00016.png
45,42,5,5,39,37,13,train/00013_00034_00021.png
32,32,5,5,27,27,4,train/00004_00030_00005.png
37,40,6,5,32,35,17,train/00017_00018_00017.png
49,50,5,6,44,45,4,train/00004_00001_00016.png
54,54,5,5,49,48,27,train/00027_00003_00023.png
34,35,6,5,29,30,38,train/00038_00034_00011.png
45,42,6,6,40,37,28,train/00028_00006_00007.png
36,39,5,6,31,34,38,train/00038_00050_00019.png
59,59,5,5,54,54,4,train/06040.png
53,50,5,6,48,45,13,train/00013_00025_00017.png
37,36,6,5,32,31,13,train/00013_00064_00024.png
40,41,6,6,35,35,15,train/00015_00017_00012.png
49,48,6,5,44,43,5,train/00005_00050_00022.png
61,55,5,6,56,50,23,train/00023_00003_00010.png
34,35,6,6,28,29,8,train/05334.png
45,45,6,5,40,40,2,train/00002_00061_00007.png
43,43,5,6,38,38,22,train/03388.png
33,34,5,5,28,29,6,train/05364.png
40,41,5,6,35,36,1,train/11474.png
98,98,8,8,90,90,40,train/00040_00008_00024.png
92,94,7,8,84,86,38,train/00038_00011_00029.png
63,64,6,5,58,59,3,train/00003_00009_00026.png
31,33,6,6,25,27,12,train/06904.png
31,30,6,6,26,25,38,train/06415.png
38,40,5,5,33,35,6,train/00006_00003_00015.png
58,58,6,6,53,53,15,train/03343.png
94,95,8,8,86,87,14,train/00014_00013_00019.png
45,45,5,5,40,40,14,train/00014_00019_00011.png
36,37,5,6,31,32,2,train/00002_00070_00014.png
119,117,11,10,109,106,9,train/00009_00001_00029.png
46,46,5,5,41,41,2,train/00002_00036_00019.png
122,109,11,9,112,100,13,train/00013_00057_00022.png
81,80,8,8,74,73,12,train/00012_00029_00027.png
43,40,6,6,38,35,11,train/02641.png
49,42,5,5,44,37,10,train/06736.png
39,39,6,5,34,34,5,train/00005_00048_00011.png
51,46,6,6,46,41,11,train/00011_00006_00022.png
29,27,6,5,23,22,36,train/00036_00000_00001.png
44,45,5,6,39,40,4,train/06313.png
53,49,6,6,48,44,18,train/00018_00023_00017.png
80,81,7,8,73,74,5,train/12005.png
28,29,6,6,23,24,33,train/00033_00006_00000.png
35,34,5,6,30,29,18,train/00018_00025_00000.png
42,44,5,6,37,39,2,train/00002_00019_00015.png
111,98,10,8,102,90,13,train/00013_00057_00018.png
57,54,5,5,52,49,23,train/05839.png
37,37,5,5,32,32,13,train/00013_00069_00013.png
93,99,8,9,85,91,4,train/04781.png
50,50,6,6,45,45,8,train/10525.png
29,30,5,6,24,25,8,train/01036.png
33,33,5,5,28,27,40,train/00040_00009_00011.png
39,39,5,5,34,34,38,train/00038_00038_00017.png
29,29,5,6,24,24,2,train/00002_00051_00002.png
31,32,5,6,26,27,33,train/00033_00000_00018.png
109,98,10,9,100,90,13,train/07515.png
52,51,5,6,46,46,4,train/00004_00049_00024.png
51,50,6,5,46,45,9,train/06663.png
89,83,8,7,81,75,13,train/00013_00059_00001.png
43,38,6,5,38,33,22,train/03958.png
42,42,5,5,37,37,18,train/00018_00019_00007.png
61,56,6,6,56,51,22,train/10598.png
50,49,5,6,45,44,35,train/00035_00022_00025.png
49,47,6,6,44,42,34,train/02628.png
32,34,5,6,27,28,1,train/00001_00027_00006.png
40,41,6,6,35,36,34,train/00034_00008_00014.png
44,45,6,5,39,40,33,train/00033_00014_00026.png
34,34,6,6,29,29,35,train/07509.png
58,54,5,6,53,49,30,train/00749.png
46,49,5,5,41,44,8,train/08567.png
109,109,10,10,100,100,1,train/00001_00044_00029.png
99,85,8,7,91,78,25,train/00410.png
33,42,5,6,28,37,33,train/00033_00017_00009.png
41,41,6,6,36,36,5,train/00005_00003_00021.png
72,64,7,6,66,59,22,train/00022_00001_00027.png
58,58,6,5,53,53,7,train/00007_00043_00027.png
64,64,6,5,59,59,39,train/09450.png
36,36,5,5,31,31,1,train/00001_00027_00010.png
42,37,6,6,37,32,13,train/00013_00039_00015.png
38,36,6,5,32,31,4,train/08280.png
50,51,6,5,45,46,5,train/00005_00004_00022.png
37,35,6,6,32,30,10,train/00010_00057_00008.png
83,72,8,6,76,66,29,train/00029_00005_00024.png
42,41,6,6,37,36,11,train/00011_00043_00013.png
29,31,5,6,24,26,38,train/00038_00068_00003.png
45,47,5,5,40,42,2,train/00002_00034_00018.png
70,63,7,5,64,58,19,train/08398.png
43,51,5,5,38,45,1,train/00001_00006_00004.png
39,38,6,5,33,32,1,train/00001_00032_00009.png
81,71,7,7,74,65,25,train/06679.png
109,98,9,8,99,90,27,train/00027_00000_00023.png
69,61,7,5,62,56,25,train/00025_00040_00020.png
29,30,5,6,24,25,36,train/00036_00006_00000.png
41,40,6,5,36,35,8,train/06383.png
38,41,6,6,33,36,38,train/00038_00011_00003.png
145,133,12,12,133,122,27,train/05518.png
49,48,6,5,44,43,10,train/00010_00062_00023.png
135,121,11,11,124,111,24,train/00024_00003_00026.png
33,34,5,6,28,29,2,train/00002_00004_00010.png
35,32,6,6,30,27,25,train/00025_00044_00000.png
35,35,5,6,30,30,5,train/00005_00028_00007.png
60,57,5,5,55,52,21,train/00021_00005_00021.png
39,38,5,5,34,32,10,train/00010_00002_00018.png
36,41,5,6,31,35,34,train/00034_00005_00016.png
37,37,6,6,32,32,38,train/00038_00019_00014.png
104,97,9,8,95,89,38,train/00038_00044_00028.png
70,80,6,8,64,73,13,train/00013_00022_00021.png
49,50,5,5,44,45,2,train/00002_00021_00025.png
29,31,5,6,23,25,1,train/00001_00021_00006.png
30,31,5,6,25,26,2,train/11719.png
49,44,5,5,44,39,30,train/00030_00004_00008.png
40,40,5,5,35,35,23,train/00023_00009_00004.png
33,32,6,5,28,27,4,train/00004_00019_00000.png
46,48,5,6,41,43,4,train/00004_00044_00022.png
30,31,5,6,25,26,9,train/00009_00025_00004.png
64,60,5,5,59,55,25,train/00025_00045_00026.png
89,75,8,6,81,69,20,train/00020_00006_00029.png
37,37,5,5,32,32,1,train/00001_00057_00013.png
53,55,5,5,48,50,40,train/08808.png
62,68,5,6,57,62,8,train/05052.png
55,55,5,5,50,50,1,train/00001_00031_00021.png
45,42,5,6,40,36,20,train/00020_00006_00018.png
36,33,6,6,31,28,11,train/00011_00024_00006.png
61,58,5,6,56,52,24,train/07027.png
28,25,6,5,22,20,24,train/00024_00005_00005.png
48,45,5,5,42,40,13,train/00013_00034_00025.png
44,39,6,5,39,34,30,train/05313.png
39,41,5,5,34,35,12,train/11175.png
176,156,16,13,161,142,27,train/07225.png
40,39,6,5,35,34,1,train/00001_00031_00012.png
34,34,5,5,29,29,42,train/00042_00004_00007.png
95,95,8,8,86,86,24,train/10363.png
39,39,6,6,34,34,35,train/00035_00000_00002.png
29,27,6,5,24,22,34,train/00034_00002_00000.png
41,38,6,5,35,32,18,train/06878.png
45,43,6,6,40,38,13,train/00013_00053_00005.png
73,75,6,7,67,69,39,train/09248.png
31,30,6,5,26,25,10,train/00010_00011_00001.png
41,42,5,6,36,37,35,train/00035_00026_00013.png
109,95,10,8,100,87,11,train/05903.png
58,59,6,5,53,54,2,train/00002_00042_00026.png
32,34,5,6,27,29,5,train/11569.png
28,29,5,5,23,24,7,train/02319.png
43,43,5,5,38,38,9,train/00009_00015_00029.png
32,31,5,6,26,26,8,train/00008_00045_00001.png
30,29,5,5,25,24,9,train/00009_00020_00002.png
31,30,5,5,26,25,2,train/00002_00048_00007.png
30,28,6,6,24,22,20,train/00020_00005_00002.png
62,57,5,5,57,52,25,train/00025_00029_00012.png
108,104,10,9,99,95,2,train/00002_00044_00028.png
72,64,7,6,66,59,22,train/06623.png
29,30,6,6,24,25,1,train/00001_00035_00009.png
56,50,6,5,51,45,31,train/00031_00025_00017.png
55,53,6,5,49,48,9,train/00009_00037_00019.png
63,67,5,6,58,61,38,train/00038_00018_00027.png
50,52,5,6,45,47,2,train/00002_00004_00023.png
38,38,5,5,33,33,4,train/00004_00023_00020.png
54,56,5,5,49,51,34,train/00034_00008_00024.png
46,46,5,5,41,41,8,train/00008_00029_00017.png
119,122,11,10,109,112,8,train/00008_00013_00028.png
32,33,5,5,27,27,9,train/08454.png
29,32,5,6,24,27,9,train/00009_00024_00000.png
32,33,5,5,27,28,8,train/07849.png
62,60,6,5,57,55,15,train/00015_00017_00026.png
33,34,5,6,28,29,38,train/00038_00063_00011.png
43,43,5,5,38,38,9,train/00009_00015_00002.png
27,29,6,6,22,24,16,train/00016_00007_00001.png
86,94,7,9,79,86,33,train/00033_00003_00027.png
82,81,8,8,75,74,9,train/00009_00046_00022.png
68,58,6,5,62,53,21,train/00021_00001_00023.png
33,33,6,6,28,28,12,train/08397.png
73,72,7,6,67,66,35,train/00035_00020_00028.png
36,38,5,6,31,33,38,train/00038_00045_00017.png
29,31,6,6,24,26,34,train/00034_00008_00002.png
53,53,6,6,48,48,1,train/11621.png
32,40,5,5,27,35,13,train/00013_00046_00004.png
33,35,5,6,28,30,38,train/00038_00023_00007.png
43,42,5,5,38,37,4,train/09097.png
36,41,5,6,31,35,5,train/09724.png
67,64,6,5,61,59,14,train/00014_00016_00017.png
35,38,5,6,30,33,0,train/00000_00006_00002.png
55,51,6,6,49,46,13,train/00013_00000_00021.png
44,44,6,6,39,39,4,train/00004_00001_00010.png
55,54,6,5,50,49,8,train/00008_00010_00024.png
120,108,11,9,110,98,13,train/00013_00001_00028.png
52,53,5,6,47,48,25,train/00025_00023_00011.png
39,43,5,6,34,37,1,train/12051.png
32,32,6,6,27,27,12,train/00012_00050_00005.png
29,27,6,5,24,22,38,train/12128.png
50,48,6,6,45,43,1,train/00128.png
27,26,6,6,22,21,11,train/00011_00017_00000.png
56,59,5,6,51,53,36,train/03117.png
50,48,5,6,44,42,25,train/02038.png
54,55,5,5,49,50,35,train/04975.png
97,96,8,8,89,87,14,train/00014_00016_00027.png
42,41,6,5,37,36,1,train/00001_00046_00003.png
36,37,5,5,31,32,3,train/00003_00008_00012.png
32,33,5,6,27,28,4,train/10932.png
46,43,5,6,41,38,26,train/00026_00007_00022.png
29,30,5,6,24,25,11,train/11182.png
105,104,10,9,96,95,1,train/00001_00046_00027.png
33,33,5,5,27,28,36,train/00036_00000_00004.png
45,42,5,5,40,37,31,train/00031_00009_00011.png
60,69,5,7,55,62,1,train/12559.png
31,32,6,5,26,27,8,train/00008_00044_00005.png
38,39,5,5,33,34,7,train/00007_00029_00017.png
27,27,6,5,22,22,40,train/01969.png
39,38,6,5,34,33,14,train/11906.png
64,60,5,6,59,55,18,train/00018_00006_00018.png
59,54,6,6,54,49,11,train/00011_00008_00011.png
34,33,6,6,29,28,5,train/01393.png
45,50,5,6,39,45,34,train/00034_00005_00022.png
26,27,5,6,21,22,7,train/00007_00037_00000.png
98,97,9,8,90,89,12,train/00012_00017_00027.png
54,54,5,5,48,49,1,train/04109.png
41,44,5,6,36,39,3,train/00003_00021_00016.png
42,40,5,5,37,35,5,train/00005_00020_00025.png
37,36,5,6,32,31,13,train/00013_00043_00003.png
38,35,6,5,32,30,7,train/00007_00010_00008.png
55,55,5,5,50,50,9,train/00009_00003_00025.png
40,51,6,6,35,46,1,train/00001_00030_00014.png
27,26,6,5,22,21,0,train/00000_00002_00000.png
49,50,6,6,44,45,8,train/00008_00046_00023.png
107,106,10,9,98,97,12,train/00012_00040_00027.png
60,62,6,6,55,57,14,train/01766.png
72,70,7,7,66,64,33,train/00033_00005_00021.png
43,46,5,5,37,41,14,train/00014_00009_00015.png
46,46,6,6,40,40,21,train/03008.png
36,35,5,5,31,30,1,train/00001_00039_00003.png
44,43,6,6,39,38,23,train/00023_00000_00018.png
37,39,5,6,32,33,38,train/00038_00024_00010.png
32,32,6,6,27,27,38,train/00038_00017_00001.png
29,59,5,6,24,54,17,train/06426.png
53,52,6,5,48,47,2,train/00002_00044_00020.png
61,57,5,5,56,52,21,train/00021_00010_00022.png
60,64,5,6,55,59,7,train/00007_00008_00026.png
46,47,5,6,41,42,7,train/00007_00042_00018.png
76,82,7,8,70,75,21,train/10137.png
55,55,6,6,50,50,14,train/00014_00003_00011.png
47,47,5,5,42,42,42,train/09937.png
39,37,6,6,34,32,13,train/00013_00043_00004.png
67,69,6,6,61,63,2,train/00002_00025_00026.png
75,70,7,7,69,64,12,train/10315.png
33,30,5,5,28,25,13,train/00013_00033_00000.png
43,45,5,5,38,39,17,train/00017_00003_00023.png
56,58,5,5,51,53,38,train/00038_00005_00024.png
37,38,5,6,32,33,40,train/00040_00003_00001.png
52,46,6,5,47,41,11,train/00011_00038_00006.png
